,file,line,severity,issue,snippet
3882,/audit/backend/public/api/ai/parse-cv-openai.php,122,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$filename = ""cv_{$userSlug}_{$timestamp}.{$extension}"";"
3874,/audit/backend/public/api/ai/parse-cv-openai.php,126,HIGH,File operation \bmove_uploaded_file\s*\(,"if (!move_uploaded_file($file['tmp_name'], $cvPath)) {"
3883,/audit/backend/public/api/ai/parse-cv-openai.php,159,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$textFilename = ""cv_{$userSlug}_{$timestamp}.txt"";"
3875,/audit/backend/public/api/ai/parse-cv-openai.php,161,HIGH,File operation \bfile_put_contents\s*\(,"file_put_contents($textPath, $extractedText);"
3884,/audit/backend/public/api/ai/parse-cv-openai.php,173,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$jsonFilename = ""cv_{$userSlug}_{$timestamp}.json"";"
3876,/audit/backend/public/api/ai/parse-cv-openai.php,175,HIGH,File operation \bfile_put_contents\s*\(,"file_put_contents($jsonPath, json_encode($cvData, JSON_PRETTY_PRINT | JSON_UNESCAPED_UNICODE));"
3885,/audit/backend/public/api/ai/parse-cv-openai.php,189,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'file_type' => $file['type'],"
3886,/audit/backend/public/api/ai/parse-cv-openai.php,190,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'file_size' => $file['size'],"
3889,/audit/backend/public/api/ai/pre-screening.php,10,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (($_ENV['APP_ENV'] ?? 'production') === 'production' && !empty($_SERVER['HTTP_AUTHORIZATION'])) {
3890,/audit/backend/public/api/ai/pre-screening.php,72,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (!isset($input['candidate_data']) || !isset($input['job_data'])) {
3891,/audit/backend/public/api/ai/pre-screening.php,113,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (!isset($input['candidate_data']) || !isset($input['job_requirements'])) {
3892,/audit/backend/public/api/ai/pre-screening.php,134,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (!isset($input['candidate_data']) || !isset($input['job_data'])) {
3893,/audit/backend/public/api/ai/pre-screening.php,150,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'screening_score' => $completeResults['screening_score'],"
3894,/audit/backend/public/api/ai/pre-screening.php,151,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'recommendation' => $completeResults['recommendation']['decision'],"
3895,/audit/backend/public/api/ai/pre-screening.php,152,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'red_flags_count' => count($completeResults['red_flags_analysis']['red_flags']),"
3896,/audit/backend/public/api/ai/pre-screening.php,153,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'requirements_met' => $completeResults['requirements_validation']['percentage_met'] ?? 0
3902,/audit/backend/public/api/ai/process-cv-complete.php,12,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (($_ENV['APP_ENV'] ?? 'production') === 'production' && !empty($_SERVER['HTTP_AUTHORIZATION'])) {
3903,/audit/backend/public/api/ai/process-cv-complete.php,64,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'stage1_error' => $stage1Response['error'] ?? 'Error desconocido',"
3904,/audit/backend/public/api/ai/process-cv-complete.php,88,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'stage2_error' => $stage2Response['error'] ?? 'Error desconocido',"
3905,/audit/backend/public/api/ai/process-cv-complete.php,103,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'processing_time' => round($totalTime, 2) . 's',"
3906,/audit/backend/public/api/ai/process-cv-complete.php,107,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'clean_file' => $stage1Response['clean_file'],"
3907,/audit/backend/public/api/ai/process-cv-complete.php,108,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'original_size' => $stage1Response['original_size'],"
3908,/audit/backend/public/api/ai/process-cv-complete.php,109,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'clean_size' => $stage1Response['clean_size'],"
3909,/audit/backend/public/api/ai/process-cv-complete.php,110,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'reduction_ratio' => $stage1Response['reduction_ratio']
3910,/audit/backend/public/api/ai/process-cv-complete.php,115,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'json_file' => $stage2Response['json_file'],"
3911,/audit/backend/public/api/ai/process-cv-complete.php,116,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'json_valid' => $stage2Response['json_valid'],"
3912,/audit/backend/public/api/ai/process-cv-complete.php,117,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'json_size' => $stage2Response['json_size'],"
3913,/audit/backend/public/api/ai/process-cv-complete.php,118,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'extracted_fields' => $stage2Response['extracted_fields']
3914,/audit/backend/public/api/ai/process-cv-complete.php,124,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'clean' => $stage1Response['clean_file'],"
3915,/audit/backend/public/api/ai/process-cv-complete.php,125,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'structured' => $stage2Response['json_file']
3918,/audit/backend/public/api/ai/recruitment-insights.php,10,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (($_ENV['APP_ENV'] ?? 'production') === 'production' && !empty($_SERVER['HTTP_AUTHORIZATION'])) {
3919,/audit/backend/public/api/ai/recruitment-insights.php,107,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","throw new Exception(""AcciÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â³n no vÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡lida: {$action}"");"
3920,/audit/backend/public/api/ai/recruitment-insights.php,152,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'total_candidates' => $pipelineData['total_candidates'],"
3921,/audit/backend/public/api/ai/recruitment-insights.php,153,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'active_positions' => $pipelineData['active_positions'] ?? 0,"
3922,/audit/backend/public/api/ai/recruitment-insights.php,177,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'stages_analyzed' => count($processData['stages'] ?? []),"
3923,/audit/backend/public/api/ai/recruitment-insights.php,179,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'automation_level' => $processData['automation_level'] ?? 'unknown'
3924,/audit/backend/public/api/ai/recruitment-insights.php,231,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'organization_size' => $organizationData['current_size'] ?? 'not_specified',"
3925,/audit/backend/public/api/ai/recruitment-insights.php,232,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'departments_analyzed' => count($organizationData['departments'] ?? []),"
3926,/audit/backend/public/api/ai/recruitment-insights.php,261,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'position_title' => $positionData['title'],"
3927,/audit/backend/public/api/ai/recruitment-insights.php,262,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'salary_provided' => !empty($positionData['salary_range']),"
3928,/audit/backend/public/api/ai/recruitment-insights.php,263,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'benefits_count' => count($positionData['benefits'] ?? []),"
3934,/audit/backend/public/api/ai/resume-cv.php,12,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (($_ENV['APP_ENV'] ?? 'production') === 'production' && !empty($_SERVER['HTTP_AUTHORIZATION'])) {
3932,/audit/backend/public/api/ai/resume-cv.php,88,HIGH,Network call \bcurl_init\s*\(,"$curl = curl_init(""$ollamaHost/api/generate"");"
3935,/audit/backend/public/api/ai/resume-cv.php,88,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$curl = curl_init(""$ollamaHost/api/generate"");"
3936,/audit/backend/public/api/ai/resume-cv.php,132,HIGH,SQL string concat \$[A-Za-z_][A-Za-z0-9_]*\s*\.\s*\$[A-Za-z_][A-Za-z0-9_]*,$resumenFilePath = $resumenesDir . $resumenFileName;
3931,/audit/backend/public/api/ai/resume-cv.php,135,HIGH,File operation \bfile_put_contents\s*\(,"if (file_put_contents($resumenFilePath, $resumen) === false) {"
3937,/audit/backend/public/api/ai/resume-cv.php,146,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'compression_ratio' => round((1 - strlen($resumen) / strlen($cvContent)) * 100, 1) . '%'"
3941,/audit/backend/public/api/ai/test_complete_system.php,36,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã‚ÂÃ‚Â±ÃƒÂ¯Ã‚Â¸Ã‚Â  TIEMPO TOTAL: ' . round($total_time, 2) . "" segundos\n\n"";"
3942,/audit/backend/public/api/ai/test_complete_system.php,47,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã‚ÂÃ‚Â±ÃƒÂ¯Ã‚Â¸Ã‚Â  Tiempo de procesamiento: ' . $response['processing_time'] . ""\n"";"
3943,/audit/backend/public/api/ai/test_complete_system.php,48,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã¢â‚¬Å¾ Archivo original: ' . $response['generated_files']['original'] . ""\n"";"
3944,/audit/backend/public/api/ai/test_complete_system.php,49,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã‚Â§Ã‚Â¹ Archivo limpio: ' . $response['generated_files']['clean'] . ""\n"";"
3945,/audit/backend/public/api/ai/test_complete_system.php,50,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã¢â‚¬Â¹ Archivo JSON: ' . $response['generated_files']['structured'] . ""\n\n"";"
3946,/audit/backend/public/api/ai/test_complete_system.php,54,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã‚Â Tamaí±o original: ' . $response['stage1']['original_size'] . "" caracteres\n"";"
3947,/audit/backend/public/api/ai/test_complete_system.php,55,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã‚Â Tamaí±o limpio: ' . $response['stage1']['clean_size'] . "" caracteres\n"";"
3948,/audit/backend/public/api/ai/test_complete_system.php,56,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬â€Ã…â€œÃƒÂ¯Ã‚Â¸Ã‚Â  Reducción: ' . $response['stage1']['reduction_ratio'] . ""\n\n"";"
3949,/audit/backend/public/api/ai/test_complete_system.php,60,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã‚Â Tamaí±o JSON: ' . $response['stage2']['json_size'] . "" caracteres\n"";"
3950,/audit/backend/public/api/ai/test_complete_system.php,61,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã…â€œÃ¢â‚¬Â¦ JSON ví¡lido: ' . ($response['stage2']['json_valid'] ? 'Sí­' : 'No') . ""\n"";"
3951,/audit/backend/public/api/ai/test_complete_system.php,62,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬ÂÃ¢â‚¬Ëœ Campos extraí­dos: ' . implode(', ', $response['stage2']['extracted_fields']) . ""\n\n"";"
3952,/audit/backend/public/api/ai/test_complete_system.php,65,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$jsonPath = __DIR__ . '/../../uploads/json/' . $response['stage2']['json_file'];
3953,/audit/backend/public/api/ai/test_complete_system.php,74,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$cleanPath = __DIR__ . '/../../uploads/clean/' . $response['stage1']['clean_file'];
3954,/audit/backend/public/api/ai/test_complete_system.php,93,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'Error: ' . ($response['error'] ?? 'Desconocido') . ""\n"";"
3955,/audit/backend/public/api/ai/test_complete_system.php,95,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'Error Etapa 1: ' . $response['stage1_error'] . ""\n"";"
3956,/audit/backend/public/api/ai/test_complete_system.php,98,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'Error Etapa 2: ' . $response['stage2_error'] . ""\n"";"
3958,/audit/backend/public/api/ai/test_final.php,29,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã‚ÂÃ‚Â±ÃƒÂ¯Ã‚Â¸Ã‚Â  TIEMPO TOTAL: ' . round($total_time, 2) . "" segundos\n\n"";"
3959,/audit/backend/public/api/ai/test_final.php,38,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã‚ÂÃ‚Â±ÃƒÂ¯Ã‚Â¸Ã‚Â  Tiempo de procesamiento: ' . round($total_time, 2) . ""s\n"";"
3960,/audit/backend/public/api/ai/test_final.php,39,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã‚Â Longitud de respuesta: ' . strlen($response['ollama_response']) . "" caracteres\n\n"";"
3961,/audit/backend/public/api/ai/test_final.php,45,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â¯ NOMBRE EXTRAíDO: ' . ($cvData['nombre'] ?? 'No detectado') . ""\n"";"
3962,/audit/backend/public/api/ai/test_final.php,46,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â¯ EMAIL: ' . ($cvData['email'] ?? 'No detectado') . ""\n"";"
3963,/audit/backend/public/api/ai/test_final.php,47,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â¯ CATEGORíA: ' . ($cvData['categoria'] ?? 'No detectada') . ""\n"";"
3964,/audit/backend/public/api/ai/test_final.php,48,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â¯ SUBCATEGORíA: ' . ($cvData['subcategoria'] ?? 'No detectada') . ""\n"";"
3965,/audit/backend/public/api/ai/test_final.php,50,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($cvData['puestos_anteriores']) && is_array($cvData['puestos_anteriores'])) {
3966,/audit/backend/public/api/ai/test_final.php,51,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬â„¢Ã‚Â¼ PUESTOS ANTERIORES: ' . count($cvData['puestos_anteriores']) . "" registros\n"";"
3967,/audit/backend/public/api/ai/test_final.php,54,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($cvData['tecnologias_herramientas']) && is_array($cvData['tecnologias_herramientas'])) {
3968,/audit/backend/public/api/ai/test_final.php,55,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬ÂÃ‚Â§ TECNOLOGíAS: ' . count($cvData['tecnologias_herramientas']) . "" encontradas\n"";"
3969,/audit/backend/public/api/ai/test_final.php,67,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'Error: ' . ($response['error'] ?? 'Desconocido') . ""\n"";"
3973,/audit/backend/public/api/ai/test_full_cv.php,25,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo ""ÃƒÂ¢Ã‚ÂÃ…â€™ Archivo no encontrado: $filePath\n"";"
3974,/audit/backend/public/api/ai/test_full_cv.php,88,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","""Texto del CV:\n---\n"" . $content . ""\n---"";"
3975,/audit/backend/public/api/ai/test_full_cv.php,90,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã‚Â Longitud del prompt: ' . strlen($prompt) . "" caracteres\n"";"
3970,/audit/backend/public/api/ai/test_full_cv.php,95,HIGH,Network call \bcurl_init\s*\(,$curl = curl_init('http://localhost:11434/api/generate');
3976,/audit/backend/public/api/ai/test_full_cv.php,114,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã‚ÂÃ…â€™ Error cURL: ' . curl_error($curl) . ""\n"";"
3977,/audit/backend/public/api/ai/test_full_cv.php,115,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã‚ÂÃ‚Â±ÃƒÂ¯Ã‚Â¸Ã‚Â  Tiempo transcurrido hasta error: ' . round($total_time, 2) . "" segundos\n"";"
3978,/audit/backend/public/api/ai/test_full_cv.php,122,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã…â€œÃ¢â‚¬Â¦ Respuesta recibida en ' . round($total_time, 2) . "" segundos\n"";"
3979,/audit/backend/public/api/ai/test_full_cv.php,123,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo ""ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã…Â  HTTP Code: $httpCode\n\n"";"
3980,/audit/backend/public/api/ai/test_full_cv.php,128,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'Raw: ' . substr($response, 0, 200) . ""...\n"";"
3981,/audit/backend/public/api/ai/test_full_cv.php,133,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã‚Â Longitud de respuesta: ' . strlen($data['response']) . "" caracteres\n\n"";"
3982,/audit/backend/public/api/ai/test_full_cv.php,139,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â¯ NOMBRE: ' . ($cvJson['nombre'] ?? 'No detectado') . ""\n"";"
3983,/audit/backend/public/api/ai/test_full_cv.php,140,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â¯ CATEGORíA: ' . ($cvJson['categoria'] ?? 'No detectada') . ""\n"";"
3984,/audit/backend/public/api/ai/test_full_cv.php,141,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â¯ SUBCATEGORíA: ' . ($cvJson['subcategoria'] ?? 'No detectada') . ""\n"";"
3985,/audit/backend/public/api/ai/test_full_cv.php,148,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo ""\nÃƒÂ¢Ã‚ÂÃ‚Â±ÃƒÂ¯Ã‚Â¸Ã‚Â  TIEMPO TOTAL: "" . round($total_time, 2) . "" segundos\n"";"
3986,/audit/backend/public/api/ai/test_full_cv.php,149,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ°Ã…Â¸Ã¢â‚¬â„¢Ã‚Â¡ NORMAL para un modelo 8B con prompt de ' . strlen($prompt) . "" caracteres\n"";"
3987,/audit/backend/public/api/ai/test_mistral_extended.php,16,HIGH,Network call \bcurl_init\s*\(,$curl = curl_init('http://localhost:11434/api/generate');
3988,/audit/backend/public/api/ai/test_mistral_extended.php,36,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã‚ÂÃ‚Â±ÃƒÂ¯Ã‚Â¸Ã‚Â  Tiempo: ' . round($time_taken, 2) . "" segundos\n"";"
3989,/audit/backend/public/api/ai/test_mistral_extended.php,39,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã‚ÂÃ…â€™ Error cURL: ' . curl_error($curl) . ""\n"";"
3990,/audit/backend/public/api/ai/test_mistral_extended.php,41,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo ""ÃƒÂ¢Ã…â€œÃ¢â‚¬Â¦ HTTP Code: $httpCode\n"";"
3991,/audit/backend/public/api/ai/test_mistral_extended.php,45,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã…â€œÃ¢â‚¬Â¦ Respuesta de Mistral: ' . trim($data['response']) . ""\n"";"
3992,/audit/backend/public/api/ai/test_mistral_extended.php,49,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","echo 'ÃƒÂ¢Ã‚ÂÃ…â€™ Respuesta inví¡lida: ' . substr($response, 0, 200) . ""\n"";"
